trip_id,route_id,service_id,direction_id,trip_headsign,trip_short_name,block_id,wheelchair_accessibility,bikes_allowed
364_6,364,FLXP,1,HEADSIGN: 364_6,SHORT NAME: 364_6,,2,0
364_7,364,FLXP,1,HEADSIGN: 364_7,SHORT NAME: 364_7,,1,1
364_8,364,FLXP,1,HEADSIGN: 364_8,SHORT NAME: 364_8,,0,1
364_9,364,FLXP,1,HEADSIGN: 364_9,SHORT NAME: 364_9,,1,1
364_10,364,FLXP,1,HEADSIGN: 364_10,SHORT NAME: 364_10,,1,1
364_11,364,FLXP,1,HEADSIGN: 364_11,SHORT NAME: 364_11,,1,1
364_12,364,FLXP,1,HEADSIGN: 364_12,SHORT NAME: 364_12,,1,0
364_13,364,FLXP,1,HEADSIGN: 364_13,SHORT NAME: 364_13,,1,2
383_1,383,FLXP,1,HEADSIGN: 383_1,SHORT NAME: 383_1,,0,1
383_2,383,FLXP,1,HEADSIGN: 383_2,SHORT NAME: 383_2,,1,1
383_3,383,FLXP,1,HEADSIGN: 383_3,SHORT NAME: 383_3,,1,1
383_4,383,FLXP,1,HEADSIGN: 383_4,SHORT NAME: 383_4,,2,2
383_5,383,FLXP,1,HEADSIGN: 383_5,SHORT NAME: 383_5,,1,0
383_6,383,FLXP,1,HEADSIGN: 383_6,SHORT NAME: 383_6,,0,2
383_7,383,FLXP,1,HEADSIGN: 383_7,SHORT NAME: 383_7,,1,0
383_8,383,FLXP,1,HEADSIGN: 383_8,SHORT NAME: 383_8,,1,1
383_9,383,FLXP,1,HEADSIGN: 383_9,SHORT NAME: 383_9,,1,1
383_10,383,FLXP,1,HEADSIGN: 383_10,SHORT NAME: 383_10,,1,1
383_11,383,FLXP,1,HEADSIGN: 383_11,SHORT NAME: 383_11,,1,1
383_12,383,FLXP,1,HEADSIGN: 383_12,SHORT NAME: 383_12,,1,1
383_13,383,FLXP,1,HEADSIGN: 383_13,SHORT NAME: 383_13,,1,1
383_14,383,FLXP,1,HEADSIGN: 383_14,SHORT NAME: 383_14,,1,1
383_15,383,FLXP,1,HEADSIGN: 383_15,SHORT NAME: 383_15,,1,1
383_16,383,FLXP,1,HEADSIGN: 383_16,SHORT NAME: 383_16,,1,1
386_1,386,FLXP,1,HEADSIGN: 386_1,SHORT NAME: 386_1,,0,2
386_2,386,FLXP,1,HEADSIGN: 386_2,SHORT NAME: 386_2,,1,0
386_3,386,FLXP,1,HEADSIGN: 386_3,SHORT NAME: 386_3,,0,1
386_4,386,FLXP,1,HEADSIGN: 386_4,SHORT NAME: 386_4,,2,1
386_5,386,FLXP,1,HEADSIGN: 386_5,SHORT NAME: 386_5,,2,1
386_6,386,FLXP,1,HEADSIGN: 386_6,SHORT NAME: 386_6,,2,1
386_7,386,FLXP,1,HEADSIGN: 386_7,SHORT NAME: 386_7,,1,1
386_8,386,FLXP,1,HEADSIGN: 386_8,SHORT NAME: 386_8,,0,2
386_9,386,FLXP,1,HEADSIGN: 386_9,SHORT NAME: 386_9,,0,1
386_10,386,FLXP,1,HEADSIGN: 386_10,SHORT NAME: 386_10,,2,2
386_11,386,FLXP,1,HEADSIGN: 386_11,SHORT NAME: 386_11,,1,1
386_12,386,FLXP,1,HEADSIGN: 386_12,SHORT NAME: 386_12,,1,1
386_13,386,FLXP,1,HEADSIGN: 386_13,SHORT NAME: 386_13,,1,0
392_1,392,FLXP,1,HEADSIGN: 392_1,SHORT NAME: 392_1,,2,1
392_2,392,FLXP,1,HEADSIGN: 392_2,SHORT NAME: 392_2,,0,1
392_3,392,FLXP,1,HEADSIGN: 392_3,SHORT NAME: 392_3,,1,0
392_4,392,FLXP,1,HEADSIGN: 392_4,SHORT NAME: 392_4,,0,1
392_5,392,FLXP,1,HEADSIGN: 392_5,SHORT NAME: 392_5,,1,0
392_6,392,FLXP,1,HEADSIGN: 392_6,SHORT NAME: 392_6,,2,1
392_7,392,FLXP,1,HEADSIGN: 392_7,SHORT NAME: 392_7,,1,2
392_8,392,FLXP,1,HEADSIGN: 392_8,SHORT NAME: 392_8,,0,2
392_9,392,FLXP,1,HEADSIGN: 392_9,SHORT NAME: 392_9,,2,2
392_10,392,FLXP,1,HEADSIGN: 392_10,SHORT NAME: 392_10,,2,1
392_11,392,FLXP,1,HEADSIGN: 392_11,SHORT NAME: 392_11,,1,0
392_12,392,FLXP,1,HEADSIGN: 392_12,SHORT NAME: 392_12,,1,0
392_13,392,FLXP,1,HEADSIGN: 392_13,SHORT NAME: 392_13,,0,1
392_14,392,FLXP,1,HEADSIGN: 392_14,SHORT NAME: 392_14,,1,0
392_15,392,FLXP,1,HEADSIGN: 392_15,SHORT NAME: 392_15,,1,0
392_16,392,FLXP,1,HEADSIGN: 392_16,SHORT NAME: 392_16,,2,1
405_1,405,FLXP,1,HEADSIGN: 405_1,SHORT NAME: 405_1,,1,0
405_2,405,FLXP,1,HEADSIGN: 405_2,SHORT NAME: 405_2,,0,1
405_3,405,FLXP,1,HEADSIGN: 405_3,SHORT NAME: 405_3,,2,1
405_4,405,FLXP,1,HEADSIGN: 405_4,SHORT NAME: 405_4,,1,1
405_5,405,FLXP,1,HEADSIGN: 405_5,SHORT NAME: 405_5,,0,2
405_6,405,FLXP,1,HEADSIGN: 405_6,SHORT NAME: 405_6,,1,2
405_7,405,FLXP,1,HEADSIGN: 405_7,SHORT NAME: 405_7,,1,1
405_8,405,FLXP,1,HEADSIGN: 405_8,SHORT NAME: 405_8,,2,2
405_9,405,FLXP,1,HEADSIGN: 405_9,SHORT NAME: 405_9,,1,0
405_10,405,FLXP,1,HEADSIGN: 405_10,SHORT NAME: 405_10,,1,0
405_11,405,FLXP,1,HEADSIGN: 405_11,SHORT NAME: 405_11,,2,0
405_12,405,FLXP,1,HEADSIGN: 405_12,SHORT NAME: 405_12,,1,2
405_13,405,FLXP,1,HEADSIGN: 405_13,SHORT NAME: 405_13,,0,0
427_1,427,FLXP,1,HEADSIGN: 427_1,SHORT NAME: 427_1,,1,2
427_2,427,FLXP,1,HEADSIGN: 427_2,SHORT NAME: 427_2,,1,1
427_3,427,FLXP,1,HEADSIGN: 427_3,SHORT NAME: 427_3,,0,0
427_4,427,FLXP,1,HEADSIGN: 427_4,SHORT NAME: 427_4,,0,0
427_5,427,FLXP,1,HEADSIGN: 427_5,SHORT NAME: 427_5,,0,2
427_6,427,FLXP,1,HEADSIGN: 427_6,SHORT NAME: 427_6,,0,1
427_7,427,FLXP,1,HEADSIGN: 427_7,SHORT NAME: 427_7,,1,2
427_8,427,FLXP,1,HEADSIGN: 427_8,SHORT NAME: 427_8,,1,2
427_9,427,FLXP,1,HEADSIGN: 427_9,SHORT NAME: 427_9,,1,0
427_10,427,FLXP,1,HEADSIGN: 427_10,SHORT NAME: 427_10,,1,1
427_11,427,FLXP,1,HEADSIGN: 427_11,SHORT NAME: 427_11,,0,2
427_12,427,FLXP,1,HEADSIGN: 427_12,SHORT NAME: 427_12,,1,2
427_13,427,FLXP,1,HEADSIGN: 427_13,SHORT NAME: 427_13,,2,0
430_1,430,FLXP,1,HEADSIGN: 430_1,SHORT NAME: 430_1,,1,1
430_2,430,FLXP,1,HEADSIGN: 430_2,SHORT NAME: 430_2,,1,1
430_3,430,FLXP,1,HEADSIGN: 430_3,SHORT NAME: 430_3,,1,2
430_4,430,FLXP,1,HEADSIGN: 430_4,SHORT NAME: 430_4,,0,0
430_5,430,FLXP,1,HEADSIGN: 430_5,SHORT NAME: 430_5,,0,1
430_6,430,FLXP,1,HEADSIGN: 430_6,SHORT NAME: 430_6,,1,2
430_7,430,FLXP,1,HEADSIGN: 430_7,SHORT NAME: 430_7,,0,1
430_8,430,FLXP,1,HEADSIGN: 430_8,SHORT NAME: 430_8,,1,1
430_9,430,FLXP,1,HEADSIGN: 430_9,SHORT NAME: 430_9,,2,0
430_10,430,FLXP,1,HEADSIGN: 430_10,SHORT NAME: 430_10,,1,2
430_11,430,FLXP,1,HEADSIGN: 430_11,SHORT NAME: 430_11,,2,1
430_12,430,FLXP,1,HEADSIGN: 430_12,SHORT NAME: 430_12,,1,1
430_13,430,FLXP,1,HEADSIGN: 430_13,SHORT NAME: 430_13,,0,2
471_1,471,FLXP,1,HEADSIGN: 471_1,SHORT NAME: 471_1,,1,0
471_2,471,FLXP,1,HEADSIGN: 471_2,SHORT NAME: 471_2,,1,2
471_3,471,FLXP,1,HEADSIGN: 471_3,SHORT NAME: 471_3,,1,0
471_4,471,FLXP,1,HEADSIGN: 471_4,SHORT NAME: 471_4,,1,1
471_5,471,FLXP,1,HEADSIGN: 471_5,SHORT NAME: 471_5,,2,1
471_6,471,FLXP,1,HEADSIGN: 471_6,SHORT NAME: 471_6,,1,1
471_7,471,FLXP,1,HEADSIGN: 471_7,SHORT NAME: 471_7,,1,1
471_8,471,FLXP,1,HEADSIGN: 471_8,SHORT NAME: 471_8,,0,0
471_9,471,FLXP,1,HEADSIGN: 471_9,SHORT NAME: 471_9,,0,1
471_10,471,FLXP,1,HEADSIGN: 471_10,SHORT NAME: 471_10,,1,2
471_11,471,FLXP,1,HEADSIGN: 471_11,SHORT NAME: 471_11,,1,0
471_12,471,FLXP,1,HEADSIGN: 471_12,SHORT NAME: 471_12,,1,0
471_13,471,FLXP,1,HEADSIGN: 471_13,SHORT NAME: 471_13,,2,2
496_1,496,FLXP,1,HEADSIGN: 496_1,SHORT NAME: 496_1,,1,2
496_2,496,FLXP,1,HEADSIGN: 496_2,SHORT NAME: 496_2,,1,1
496_3,496,FLXP,1,HEADSIGN: 496_3,SHORT NAME: 496_3,,0,0
496_4,496,FLXP,1,HEADSIGN: 496_4,SHORT NAME: 496_4,,0,2
496_5,496,FLXP,1,HEADSIGN: 496_5,SHORT NAME: 496_5,,0,1
496_6,496,FLXP,1,HEADSIGN: 496_6,SHORT NAME: 496_6,,0,0
496_7,496,FLXP,1,HEADSIGN: 496_7,SHORT NAME: 496_7,,0,1
496_8,496,FLXP,1,HEADSIGN: 496_8,SHORT NAME: 496_8,,1,2
496_9,496,FLXP,1,HEADSIGN: 496_9,SHORT NAME: 496_9,,0,2
496_10,496,FLXP,1,HEADSIGN: 496_10,SHORT NAME: 496_10,,1,1
496_11,496,FLXP,1,HEADSIGN: 496_11,SHORT NAME: 496_11,,2,0
496_12,496,FLXP,1,HEADSIGN: 496_12,SHORT NAME: 496_12,,1,1
496_13,496,FLXP,1,HEADSIGN: 496_13,SHORT NAME: 496_13,,1,0
496_14,496,FLXP,1,HEADSIGN: 496_14,SHORT NAME: 496_14,,1,2
496_15,496,FLXP,1,HEADSIGN: 496_15,SHORT NAME: 496_15,,0,2
496_16,496,FLXP,1,HEADSIGN: 496_16,SHORT NAME: 496_16,,1,2
496_17,496,FLXP,1,HEADSIGN: 496_17,SHORT NAME: 496_17,,1,1
496_18,496,FLXP,1,HEADSIGN: 496_18,SHORT NAME: 496_18,,1,2
496_19,496,FLXP,1,HEADSIGN: 496_19,SHORT NAME: 496_19,,0,2
496_20,496,FLXP,1,HEADSIGN: 496_20,SHORT NAME: 496_20,,2,2
496_21,496,FLXP,1,HEADSIGN: 496_21,SHORT NAME: 496_21,,0,0
496_22,496,FLXP,1,HEADSIGN: 496_22,SHORT NAME: 496_22,,1,2
496_23,496,FLXP,1,HEADSIGN: 496_23,SHORT NAME: 496_23,,1,0
504_1,504,FLXP,1,HEADSIGN: 504_1,SHORT NAME: 504_1,,1,0
504_2,504,FLXP,1,HEADSIGN: 504_2,SHORT NAME: 504_2,,2,1
504_3,504,FLXP,1,HEADSIGN: 504_3,SHORT NAME: 504_3,,0,2
504_4,504,FLXP,1,HEADSIGN: 504_4,SHORT NAME: 504_4,,1,1
504_5,504,FLXP,1,HEADSIGN: 504_5,SHORT NAME: 504_5,,0,1
504_6,504,FLXP,1,HEADSIGN: 504_6,SHORT NAME: 504_6,,2,2
504_7,504,FLXP,1,HEADSIGN: 504_7,SHORT NAME: 504_7,,0,1
504_8,504,FLXP,1,HEADSIGN: 504_8,SHORT NAME: 504_8,,0,1
504_9,504,FLXP,1,HEADSIGN: 504_9,SHORT NAME: 504_9,,1,0
504_10,504,FLXP,1,HEADSIGN: 504_10,SHORT NAME: 504_10,,2,1
504_11,504,FLXP,1,HEADSIGN: 504_11,SHORT NAME: 504_11,,0,0
504_12,504,FLXP,1,HEADSIGN: 504_12,SHORT NAME: 504_12,,1,1
504_13,504,FLXP,1,HEADSIGN: 504_13,SHORT NAME: 504_13,,1,1
504_14,504,FLXP,1,HEADSIGN: 504_14,SHORT NAME: 504_14,,0,0
504_15,504,FLXP,1,HEADSIGN: 504_15,SHORT NAME: 504_15,,0,1
504_16,504,FLXP,1,HEADSIGN: 504_16,SHORT NAME: 504_16,,2,0
504_17,504,FLXP,1,HEADSIGN: 504_17,SHORT NAME: 504_17,,1,2
504_18,504,FLXP,1,HEADSIGN: 504_18,SHORT NAME: 504_18,,2,0
504_19,504,FLXP,1,HEADSIGN: 504_19,SHORT NAME: 504_19,,0,2
504_20,504,FLXP,1,HEADSIGN: 504_20,SHORT NAME: 504_20,,2,1
504_21,504,FLXP,1,HEADSIGN: 504_21,SHORT NAME: 504_21,,0,1
504_22,504,FLXP,1,HEADSIGN: 504_22,SHORT NAME: 504_22,,1,1
504_23,504,FLXP,1,HEADSIGN: 504_23,SHORT NAME: 504_23,,2,1
504_24,504,FLXP,1,HEADSIGN: 504_24,SHORT NAME: 504_24,,0,0
504_25,504,FLXP,1,HEADSIGN: 504_25,SHORT NAME: 504_25,,0,0
504_26,504,FLXP,1,HEADSIGN: 504_26,SHORT NAME: 504_26,,1,1
504_27,504,FLXP,1,HEADSIGN: 504_27,SHORT NAME: 504_27,,1,1
504_28,504,FLXP,1,HEADSIGN: 504_28,SHORT NAME: 504_28,,2,0
504_29,504,FLXP,1,HEADSIGN: 504_29,SHORT NAME: 504_29,,2,0
504_30,504,FLXP,1,HEADSIGN: 504_30,SHORT NAME: 504_30,,2,2
504_31,504,FLXP,1,HEADSIGN: 504_31,SHORT NAME: 504_31,,0,1
540_1,540,FLXP,1,HEADSIGN: 540_1,SHORT NAME: 540_1,,2,0
540_2,540,FLXP,1,HEADSIGN: 540_2,SHORT NAME: 540_2,,2,0
540_3,540,FLXP,1,HEADSIGN: 540_3,SHORT NAME: 540_3,,1,2
540_4,540,FLXP,1,HEADSIGN: 540_4,SHORT NAME: 540_4,,2,0
540_5,540,FLXP,1,HEADSIGN: 540_5,SHORT NAME: 540_5,,1,2
540_6,540,FLXP,1,HEADSIGN: 540_6,SHORT NAME: 540_6,,0,1
540_7,540,FLXP,1,HEADSIGN: 540_7,SHORT NAME: 540_7,,1,2
540_8,540,FLXP,1,HEADSIGN: 540_8,SHORT NAME: 540_8,,0,1
540_9,540,FLXP,1,HEADSIGN: 540_9,SHORT NAME: 540_9,,1,2
540_10,540,FLXP,1,HEADSIGN: 540_10,SHORT NAME: 540_10,,1,1
540_11,540,FLXP,1,HEADSIGN: 540_11,SHORT NAME: 540_11,,2,2
540_12,540,FLXP,1,HEADSIGN: 540_12,SHORT NAME: 540_12,,1,1
540_13,540,FLXP,1,HEADSIGN: 540_13,SHORT NAME: 540_13,,1,1
559_1,559,FLXP,1,HEADSIGN: 559_1,SHORT NAME: 559_1,,0,0
559_2,559,FLXP,1,HEADSIGN: 559_2,SHORT NAME: 559_2,,1,1
559_3,559,FLXP,1,HEADSIGN: 559_3,SHORT NAME: 559_3,,2,2
559_4,559,FLXP,1,HEADSIGN: 559_4,SHORT NAME: 559_4,,2,1
559_5,559,FLXP,1,HEADSIGN: 559_5,SHORT NAME: 559_5,,1,0
559_6,559,FLXP,1,HEADSIGN: 559_6,SHORT NAME: 559_6,,2,1
559_7,559,FLXP,1,HEADSIGN: 559_7,SHORT NAME: 559_7,,2,0
559_8,559,FLXP,1,HEADSIGN: 559_8,SHORT NAME: 559_8,,2,0
559_9,559,FLXP,1,HEADSIGN: 559_9,SHORT NAME: 559_9,,2,1
559_10,559,FLXP,1,HEADSIGN: 559_10,SHORT NAME: 559_10,,1,1
559_11,559,FLXP,1,HEADSIGN: 559_11,SHORT NAME: 559_11,,0,1
559_12,559,FLXP,1,HEADSIGN: 559_12,SHORT NAME: 559_12,,0,1
559_13,559,FLXP,1,HEADSIGN: 559_13,SHORT NAME: 559_13,,0,0
562_1,562,FLXP,1,HEADSIGN: 562_1,SHORT NAME: 562_1,,1,2
562_2,562,FLXP,1,HEADSIGN: 562_2,SHORT NAME: 562_2,,1,1
562_3,562,FLXP,1,HEADSIGN: 562_3,SHORT NAME: 562_3,,0,1
562_4,562,FLXP,1,HEADSIGN: 562_4,SHORT NAME: 562_4,,1,0
562_5,562,FLXP,1,HEADSIGN: 562_5,SHORT NAME: 562_5,,0,0
562_6,562,FLXP,1,HEADSIGN: 562_6,SHORT NAME: 562_6,,1,0
562_7,562,FLXP,1,HEADSIGN: 562_7,SHORT NAME: 562_7,,0,1
562_8,562,FLXP,1,HEADSIGN: 562_8,SHORT NAME: 562_8,,1,1
562_9,562,FLXP,1,HEADSIGN: 562_9,SHORT NAME: 562_9,,1,1
562_10,562,FLXP,1,HEADSIGN: 562_10,SHORT NAME: 562_10,,2,1
562_11,562,FLXP,1,HEADSIGN: 562_11,SHORT NAME: 562_11,,0,1
562_12,562,FLXP,1,HEADSIGN: 562_12,SHORT NAME: 562_12,,0,0
562_13,562,FLXP,1,HEADSIGN: 562_13,SHORT NAME: 562_13,,1,1
563_1,563,FLXP,1,HEADSIGN: 563_1,SHORT NAME: 563_1,,0,0
563_2,563,FLXP,1,HEADSIGN: 563_2,SHORT NAME: 563_2,,1,1
563_3,563,FLXP,1,HEADSIGN: 563_3,SHORT NAME: 563_3,,2,2
563_4,563,FLXP,1,HEADSIGN: 563_4,SHORT NAME: 563_4,,0,0
563_5,563,FLXP,1,HEADSIGN: 563_5,SHORT NAME: 563_5,,2,2
563_6,563,FLXP,1,HEADSIGN: 563_6,SHORT NAME: 563_6,,1,0
563_7,563,FLXP,1,HEADSIGN: 563_7,SHORT NAME: 563_7,,0,2
563_8,563,FLXP,1,HEADSIGN: 563_8,SHORT NAME: 563_8,,0,0
563_9,563,FLXP,1,HEADSIGN: 563_9,SHORT NAME: 563_9,,0,1
563_10,563,FLXP,1,HEADSIGN: 563_10,SHORT NAME: 563_10,,1,0
563_11,563,FLXP,1,HEADSIGN: 563_11,SHORT NAME: 563_11,,0,1
563_12,563,FLXP,1,HEADSIGN: 563_12,SHORT NAME: 563_12,,0,0
563_13,563,FLXP,1,HEADSIGN: 563_13,SHORT NAME: 563_13,,0,2
570_1,570,FLXP,1,HEADSIGN: 570_1,SHORT NAME: 570_1,,2,2
570_2,570,FLXP,1,HEADSIGN: 570_2,SHORT NAME: 570_2,,2,1
570_3,570,FLXP,1,HEADSIGN: 570_3,SHORT NAME: 570_3,,2,1
570_4,570,FLXP,1,HEADSIGN: 570_4,SHORT NAME: 570_4,,1,1
570_5,570,FLXP,1,HEADSIGN: 570_5,SHORT NAME: 570_5,,2,1
570_6,570,FLXP,1,HEADSIGN: 570_6,SHORT NAME: 570_6,,0,1
570_7,570,FLXP,1,HEADSIGN: 570_7,SHORT NAME: 570_7,,1,1
570_8,570,FLXP,1,HEADSIGN: 570_8,SHORT NAME: 570_8,,2,0
570_9,570,FLXP,1,HEADSIGN: 570_9,SHORT NAME: 570_9,,1,1
570_10,570,FLXP,1,HEADSIGN: 570_10,SHORT NAME: 570_10,,2,1
570_11,570,FLXP,1,HEADSIGN: 570_11,SHORT NAME: 570_11,,0,1
570_12,570,FLXP,1,HEADSIGN: 570_12,SHORT NAME: 570_12,,1,1
570_13,570,FLXP,1,HEADSIGN: 570_13,SHORT NAME: 570_13,,2,2
581_1,581,FLXP,1,HEADSIGN: 581_1,SHORT NAME: 581_1,,2,0
581_2,581,FLXP,1,HEADSIGN: 581_2,SHORT NAME: 581_2,,1,1
581_3,581,FLXP,1,HEADSIGN: 581_3,SHORT NAME: 581_3,,0,0
581_4,581,FLXP,1,HEADSIGN: 581_4,SHORT NAME: 581_4,,1,1
581_5,581,FLXP,1,HEADSIGN: 581_5,SHORT NAME: 581_5,,1,1
581_6,581,FLXP,1,HEADSIGN: 581_6,SHORT NAME: 581_6,,0,1
581_7,581,FLXP,1,HEADSIGN: 581_7,SHORT NAME: 581_7,,0,2
581_8,581,FLXP,1,HEADSIGN: 581_8,SHORT NAME: 581_8,,0,2
581_9,581,FLXP,1,HEADSIGN: 581_9,SHORT NAME: 581_9,,1,1
581_10,581,FLXP,1,HEADSIGN: 581_10,SHORT NAME: 581_10,,1,1
581_11,581,FLXP,1,HEADSIGN: 581_11,SHORT NAME: 581_11,,1,0
581_12,581,FLXP,1,HEADSIGN: 581_12,SHORT NAME: 581_12,,1,0
581_13,581,FLXP,1,HEADSIGN: 581_13,SHORT NAME: 581_13,,1,2
584_1,584,FLXP,1,HEADSIGN: 584_1,SHORT NAME: 584_1,,0,0
584_2,584,FLXP,1,HEADSIGN: 584_2,SHORT NAME: 584_2,,1,2
584_3,584,FLXP,1,HEADSIGN: 584_3,SHORT NAME: 584_3,,2,0
584_4,584,FLXP,1,HEADSIGN: 584_4,SHORT NAME: 584_4,,1,2
584_5,584,FLXP,1,HEADSIGN: 584_5,SHORT NAME: 584_5,,2,0
584_6,584,FLXP,1,HEADSIGN: 584_6,SHORT NAME: 584_6,,2,1
584_7,584,FLXP,1,HEADSIGN: 584_7,SHORT NAME: 584_7,,0,2
584_8,584,FLXP,1,HEADSIGN: 584_8,SHORT NAME: 584_8,,1,1
584_9,584,FLXP,1,HEADSIGN: 584_9,SHORT NAME: 584_9,,2,1
584_10,584,FLXP,1,HEADSIGN: 584_10,SHORT NAME: 584_10,,0,1
584_11,584,FLXP,1,HEADSIGN: 584_11,SHORT NAME: 584_11,,1,2
584_12,584,FLXP,1,HEADSIGN: 584_12,SHORT NAME: 584_12,,0,1
584_13,584,FLXP,1,HEADSIGN: 584_13,SHORT NAME: 584_13,,1,2
