trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
342_25,8:05:00,8:05:00,TUS12,2,STOP: TUS12,1,1,1
342_26,6:50:00,6:50:00,PHX17,1,STOP: PHX17,3,3,0
342_26,8:07:00,8:07:00,TUS12,2,STOP: TUS12,1,0,0
342_27,6:52:00,6:52:00,PHX17,1,STOP: PHX17,3,0,1
342_27,8:09:00,8:09:00,TUS12,2,STOP: TUS12,2,2,0
342_28,6:54:00,6:54:00,PHX17,1,STOP: PHX17,0,2,0
342_28,8:11:00,8:11:00,TUS12,2,STOP: TUS12,2,3,0
342_29,6:56:00,6:56:00,PHX17,1,STOP: PHX17,0,2,1
342_29,8:13:00,8:13:00,TUS12,2,STOP: TUS12,1,2,0
342_30,6:58:00,6:58:00,PHX17,1,STOP: PHX17,1,1,1
342_30,8:15:00,8:15:00,TUS12,2,STOP: TUS12,2,2,0
342_31,7:00:00,7:00:00,PHX17,1,STOP: PHX17,2,2,0
342_31,8:17:00,8:17:00,TUS12,2,STOP: TUS12,0,2,0
342_32,7:02:00,7:02:00,PHX17,1,STOP: PHX17,1,2,0
342_32,8:19:00,8:19:00,TUS12,2,STOP: TUS12,3,3,1
342_33,7:04:00,7:04:00,PHX17,1,STOP: PHX17,1,3,1
342_33,8:21:00,8:21:00,TUS12,2,STOP: TUS12,2,2,0
342_34,7:06:00,7:06:00,PHX17,1,STOP: PHX17,2,1,1
342_34,8:23:00,8:23:00,TUS12,2,STOP: TUS12,1,0,0
342_35,7:08:00,7:08:00,PHX17,1,STOP: PHX17,1,2,0
342_35,8:25:00,8:25:00,TUS12,2,STOP: TUS12,2,3,1
342_36,7:10:00,7:10:00,PHX17,1,STOP: PHX17,2,1,1
342_36,8:27:00,8:27:00,TUS12,2,STOP: TUS12,2,2,1
342_37,7:12:00,7:12:00,PHX17,1,STOP: PHX17,1,1,1
342_37,8:29:00,8:29:00,TUS12,2,STOP: TUS12,0,0,0
342_38,7:14:00,7:14:00,PHX17,1,STOP: PHX17,1,2,1
342_38,8:31:00,8:31:00,TUS12,2,STOP: TUS12,1,0,0
342_39,7:16:00,7:16:00,PHX17,1,STOP: PHX17,3,0,1
342_39,8:33:00,8:33:00,TUS12,2,STOP: TUS12,0,0,0
342_40,7:18:00,7:18:00,PHX17,1,STOP: PHX17,1,2,0
342_40,8:35:00,8:35:00,TUS12,2,STOP: TUS12,3,3,1
342_41,7:20:00,7:20:00,PHX17,1,STOP: PHX17,2,1,0
342_41,8:37:00,8:37:00,TUS12,2,STOP: TUS12,1,3,0
342_42,7:22:00,7:22:00,PHX17,1,STOP: PHX17,1,3,0
342_42,8:39:00,8:39:00,TUS12,2,STOP: TUS12,0,3,0
342_43,7:24:00,7:24:00,PHX17,1,STOP: PHX17,2,1,1
342_43,8:41:00,8:41:00,TUS12,2,STOP: TUS12,1,0,0
342_44,7:26:00,7:26:00,PHX17,1,STOP: PHX17,1,0,0
342_44,8:43:00,8:43:00,TUS12,2,STOP: TUS12,2,1,1
342_45,7:28:00,7:28:00,PHX17,1,STOP: PHX17,1,2,0
342_45,8:45:00,8:45:00,TUS12,2,STOP: TUS12,2,1,1
342_46,7:30:00,7:30:00,PHX17,1,STOP: PHX17,2,0,0
342_46,8:47:00,8:47:00,TUS12,2,STOP: TUS12,3,1,0
342_47,7:32:00,7:32:00,PHX17,1,STOP: PHX17,1,0,0
342_47,8:49:00,8:49:00,TUS12,2,STOP: TUS12,2,0,1
342_48,7:34:00,7:34:00,PHX17,1,STOP: PHX17,1,1,0
342_48,8:51:00,8:51:00,TUS12,2,STOP: TUS12,1,2,1
342_49,7:36:00,7:36:00,PHX17,1,STOP: PHX17,3,2,0
342_49,8:53:00,8:53:00,TUS12,2,STOP: TUS12,1,1,0
342_50,7:38:00,7:38:00,PHX17,1,STOP: PHX17,1,2,1
342_50,8:55:00,8:55:00,TUS12,2,STOP: TUS12,1,2,1
342_51,7:40:00,7:40:00,PHX17,1,STOP: PHX17,2,2,0
342_51,8:57:00,8:57:00,TUS12,2,STOP: TUS12,2,0,1
342_52,7:42:00,7:42:00,PHX17,1,STOP: PHX17,1,1,0
342_52,8:59:00,8:59:00,TUS12,2,STOP: TUS12,2,2,0
342_53,7:44:00,7:44:00,PHX17,1,STOP: PHX17,3,2,1
342_53,9:01:00,9:01:00,TUS12,2,STOP: TUS12,0,2,0
342_54,7:46:00,7:46:00,PHX17,1,STOP: PHX17,2,1,1
342_54,9:03:00,9:03:00,TUS12,2,STOP: TUS12,1,1,0
342_55,7:48:00,7:48:00,PHX17,1,STOP: PHX17,3,1,0
342_55,9:05:00,9:05:00,TUS12,2,STOP: TUS12,2,2,0
342_56,7:50:00,7:50:00,PHX17,1,STOP: PHX17,1,3,0
342_56,9:07:00,9:07:00,TUS12,2,STOP: TUS12,2,1,1
342_57,7:52:00,7:52:00,PHX17,1,STOP: PHX17,2,3,0
342_57,9:09:00,9:09:00,TUS12,2,STOP: TUS12,3,2,1
342_58,7:54:00,7:54:00,PHX17,1,STOP: PHX17,2,1,1
342_58,9:11:00,9:11:00,TUS12,2,STOP: TUS12,1,2,0
342_59,7:56:00,7:56:00,PHX17,1,STOP: PHX17,1,2,0
342_59,9:13:00,9:13:00,TUS12,2,STOP: TUS12,1,0,1
342_60,7:58:00,7:58:00,PHX17,1,STOP: PHX17,1,1,0
342_60,9:15:00,9:15:00,TUS12,2,STOP: TUS12,2,2,0
342_61,8:00:00,8:00:00,PHX17,1,STOP: PHX17,0,1,0
342_61,9:17:00,9:17:00,TUS12,2,STOP: TUS12,1,1,1
342_62,8:02:00,8:02:00,PHX17,1,STOP: PHX17,2,1,1
342_62,9:19:00,9:19:00,TUS12,2,STOP: TUS12,0,2,1
342_63,8:04:00,8:04:00,PHX17,1,STOP: PHX17,3,2,1
342_63,9:21:00,9:21:00,TUS12,2,STOP: TUS12,1,0,1
342_64,8:06:00,8:06:00,PHX17,1,STOP: PHX17,2,1,0
342_64,9:23:00,9:23:00,TUS12,2,STOP: TUS12,0,2,1
342_65,8:08:00,8:08:00,PHX17,1,STOP: PHX17,3,0,1
342_65,9:25:00,9:25:00,TUS12,2,STOP: TUS12,2,1,1
342_66,8:10:00,8:10:00,PHX17,1,STOP: PHX17,3,2,0
342_66,9:27:00,9:27:00,TUS12,2,STOP: TUS12,2,1,0
342_67,8:12:00,8:12:00,PHX17,1,STOP: PHX17,1,3,1
342_67,9:29:00,9:29:00,TUS12,2,STOP: TUS12,0,2,1
342_68,8:14:00,8:14:00,PHX17,1,STOP: PHX17,0,3,0
342_68,9:31:00,9:31:00,TUS12,2,STOP: TUS12,2,2,0
342_69,8:16:00,8:16:00,PHX17,1,STOP: PHX17,2,1,0
342_69,9:33:00,9:33:00,TUS12,2,STOP: TUS12,2,2,0
342_70,8:18:00,8:18:00,PHX17,1,STOP: PHX17,2,1,0
342_70,9:35:00,9:35:00,TUS12,2,STOP: TUS12,2,0,1
342_71,8:20:00,8:20:00,PHX17,1,STOP: PHX17,2,0,0
342_71,9:37:00,9:37:00,TUS12,2,STOP: TUS12,0,0,0
342_72,8:22:00,8:22:00,PHX17,1,STOP: PHX17,2,2,1
342_72,9:39:00,9:39:00,TUS12,2,STOP: TUS12,3,2,0
342_73,8:24:00,8:24:00,PHX17,1,STOP: PHX17,3,3,0
342_73,9:41:00,9:41:00,TUS12,2,STOP: TUS12,2,1,1
342_74,8:26:00,8:26:00,PHX17,1,STOP: PHX17,2,1,0
342_74,9:43:00,9:43:00,TUS12,2,STOP: TUS12,2,0,1
342_75,8:28:00,8:28:00,PHX17,1,STOP: PHX17,3,0,0
342_75,9:45:00,9:45:00,TUS12,2,STOP: TUS12,1,2,1
342_76,8:30:00,8:30:00,PHX17,1,STOP: PHX17,1,1,1
342_76,9:47:00,9:47:00,TUS12,2,STOP: TUS12,2,1,0
342_77,8:32:00,8:32:00,PHX17,1,STOP: PHX17,3,0,0
342_77,9:49:00,9:49:00,TUS12,2,STOP: TUS12,2,3,1
342_78,8:34:00,8:34:00,PHX17,1,STOP: PHX17,3,1,0
342_78,9:51:00,9:51:00,TUS12,2,STOP: TUS12,0,1,0
342_79,8:36:00,8:36:00,PHX17,1,STOP: PHX17,2,1,0
342_79,9:53:00,9:53:00,TUS12,2,STOP: TUS12,0,2,1
342_80,8:38:00,8:38:00,PHX17,1,STOP: PHX17,2,2,0
342_80,9:55:00,9:55:00,TUS12,2,STOP: TUS12,2,2,1
342_81,8:40:00,8:40:00,PHX17,1,STOP: PHX17,1,2,1
342_81,9:57:00,9:57:00,TUS12,2,STOP: TUS12,0,3,1
342_82,8:42:00,8:42:00,PHX17,1,STOP: PHX17,2,2,0
342_82,9:59:00,9:59:00,TUS12,2,STOP: TUS12,0,3,1
342_83,8:44:00,8:44:00,PHX17,1,STOP: PHX17,2,2,0
342_83,10:01:00,10:01:00,TUS12,2,STOP: TUS12,2,3,0
342_84,8:46:00,8:46:00,PHX17,1,STOP: PHX17,3,1,1
342_84,10:03:00,10:03:00,TUS12,2,STOP: TUS12,2,1,0
342_85,8:48:00,8:48:00,PHX17,1,STOP: PHX17,2,3,0
342_85,10:05:00,10:05:00,TUS12,2,STOP: TUS12,2,0,1
342_86,8:50:00,8:50:00,PHX17,1,STOP: PHX17,0,1,0
342_86,10:07:00,10:07:00,TUS12,2,STOP: TUS12,2,2,1
342_87,8:52:00,8:52:00,PHX17,1,STOP: PHX17,0,2,1
342_87,10:09:00,10:09:00,TUS12,2,STOP: TUS12,1,2,0
342_88,8:54:00,8:54:00,PHX17,1,STOP: PHX17,3,2,1
342_88,10:11:00,10:11:00,TUS12,2,STOP: TUS12,2,3,1
342_89,8:56:00,8:56:00,PHX17,1,STOP: PHX17,1,1,0
342_89,10:13:00,10:13:00,TUS12,2,STOP: TUS12,2,1,1
342_90,8:58:00,8:58:00,PHX17,1,STOP: PHX17,3,2,1
342_90,10:15:00,10:15:00,TUS12,2,STOP: TUS12,1,1,1
342_91,9:00:00,9:00:00,PHX17,1,STOP: PHX17,1,1,0
342_91,10:17:00,10:17:00,TUS12,2,STOP: TUS12,1,1,1
350_1,6:00:00,6:00:00,PHX17,1,STOP: PHX17,2,2,1
350_1,7:33:00,7:33:00,TUS20,2,STOP: TUS20,1,2,0
350_2,6:03:00,6:03:00,PHX17,1,STOP: PHX17,2,3,1
350_2,7:36:00,7:36:00,TUS20,2,STOP: TUS20,2,0,1
350_3,6:06:00,6:06:00,PHX17,1,STOP: PHX17,2,0,0
350_3,7:39:00,7:39:00,TUS20,2,STOP: TUS20,2,2,1
350_4,6:09:00,6:09:00,PHX17,1,STOP: PHX17,2,3,1
350_4,7:42:00,7:42:00,TUS20,2,STOP: TUS20,1,2,0
350_5,6:12:00,6:12:00,PHX17,1,STOP: PHX17,1,3,0
350_5,7:45:00,7:45:00,TUS20,2,STOP: TUS20,1,2,0
350_6,6:15:00,6:15:00,PHX17,1,STOP: PHX17,1,0,1
350_6,7:48:00,7:48:00,TUS20,2,STOP: TUS20,3,3,1
350_7,6:18:00,6:18:00,PHX17,1,STOP: PHX17,2,0,0
350_7,7:51:00,7:51:00,TUS20,2,STOP: TUS20,1,1,0
350_8,6:21:00,6:21:00,PHX17,1,STOP: PHX17,1,2,1
350_8,7:54:00,7:54:00,TUS20,2,STOP: TUS20,1,1,0
350_9,6:24:00,6:24:00,PHX17,1,STOP: PHX17,1,3,1
350_9,7:57:00,7:57:00,TUS20,2,STOP: TUS20,1,2,1
350_10,6:27:00,6:27:00,PHX17,1,STOP: PHX17,1,3,1
350_10,8:00:00,8:00:00,TUS20,2,STOP: TUS20,1,1,0
350_11,6:30:00,6:30:00,PHX17,1,STOP: PHX17,1,2,1
350_11,8:03:00,8:03:00,TUS20,2,STOP: TUS20,2,2,0
350_12,6:33:00,6:33:00,PHX17,1,STOP: PHX17,2,2,1
350_12,8:06:00,8:06:00,TUS20,2,STOP: TUS20,3,0,0
350_13,6:36:00,6:36:00,PHX17,1,STOP: PHX17,2,1,0
350_13,8:09:00,8:09:00,TUS20,2,STOP: TUS20,1,1,0
350_14,6:39:00,6:39:00,PHX17,1,STOP: PHX17,0,1,0
350_14,8:12:00,8:12:00,TUS20,2,STOP: TUS20,1,2,1
350_15,6:42:00,6:42:00,PHX17,1,STOP: PHX17,2,3,1
350_15,8:15:00,8:15:00,TUS20,2,STOP: TUS20,1,1,0
350_16,6:45:00,6:45:00,PHX17,1,STOP: PHX17,1,0,1
350_16,8:18:00,8:18:00,TUS20,2,STOP: TUS20,1,0,1
350_17,6:48:00,6:48:00,PHX17,1,STOP: PHX17,3,1,1
350_17,8:21:00,8:21:00,TUS20,2,STOP: TUS20,2,1,1
350_18,6:51:00,6:51:00,PHX17,1,STOP: PHX17,1,0,0
350_18,8:24:00,8:24:00,TUS20,2,STOP: TUS20,1,1,1
350_19,6:54:00,6:54:00,PHX17,1,STOP: PHX17,3,3,1
350_19,8:27:00,8:27:00,TUS20,2,STOP: TUS20,0,1,1
350_20,6:57:00,6:57:00,PHX17,1,STOP: PHX17,0,3,1
350_20,8:30:00,8:30:00,TUS20,2,STOP: TUS20,2,1,1
350_21,7:00:00,7:00:00,PHX17,1,STOP: PHX17,1,1,0
350_21,8:33:00,8:33:00,TUS20,2,STOP: TUS20,1,0,1
350_22,7:03:00,7:03:00,PHX17,1,STOP: PHX17,1,3,1
350_22,8:36:00,8:36:00,TUS20,2,STOP: TUS20,1,2,1
350_23,7:06:00,7:06:00,PHX17,1,STOP: PHX17,0,2,0
350_23,8:39:00,8:39:00,TUS20,2,STOP: TUS20,3,0,0
350_24,7:09:00,7:09:00,PHX17,1,STOP: PHX17,1,0,1
350_24,8:42:00,8:42:00,TUS20,2,STOP: TUS20,2,0,0
350_25,7:12:00,7:12:00,PHX17,1,STOP: PHX17,1,0,0
350_25,8:45:00,8:45:00,TUS20,2,STOP: TUS20,1,2,1
350_26,7:15:00,7:15:00,PHX17,1,STOP: PHX17,2,1,1
350_26,8:48:00,8:48:00,TUS20,2,STOP: TUS20,2,1,1
350_27,7:18:00,7:18:00,PHX17,1,STOP: PHX17,1,2,0
350_27,8:51:00,8:51:00,TUS20,2,STOP: TUS20,2,2,0
350_28,7:21:00,7:21:00,PHX17,1,STOP: PHX17,0,2,1
350_28,8:54:00,8:54:00,TUS20,2,STOP: TUS20,2,3,1
350_29,7:24:00,7:24:00,PHX17,1,STOP: PHX17,1,1,0
350_29,8:57:00,8:57:00,TUS20,2,STOP: TUS20,1,2,1
350_30,7:27:00,7:27:00,PHX17,1,STOP: PHX17,2,2,1
350_30,9:00:00,9:00:00,TUS20,2,STOP: TUS20,0,2,1
350_31,7:30:00,7:30:00,PHX17,1,STOP: PHX17,2,2,1
350_31,9:03:00,9:03:00,TUS20,2,STOP: TUS20,3,2,0
350_32,7:33:00,7:33:00,PHX17,1,STOP: PHX17,0,0,1
350_32,9:06:00,9:06:00,TUS20,2,STOP: TUS20,2,1,0
350_33,7:36:00,7:36:00,PHX17,1,STOP: PHX17,0,1,1
350_33,9:09:00,9:09:00,TUS20,2,STOP: TUS20,2,0,0
350_34,7:39:00,7:39:00,PHX17,1,STOP: PHX17,1,1,0
350_34,9:12:00,9:12:00,TUS20,2,STOP: TUS20,0,1,0
350_35,7:42:00,7:42:00,PHX17,1,STOP: PHX17,3,3,1
350_35,9:15:00,9:15:00,TUS20,2,STOP: TUS20,2,1,1
350_36,7:45:00,7:45:00,PHX17,1,STOP: PHX17,1,2,1
350_36,9:18:00,9:18:00,TUS20,2,STOP: TUS20,3,3,1
350_37,7:48:00,7:48:00,PHX17,1,STOP: PHX17,1,1,1
350_37,9:21:00,9:21:00,TUS20,2,STOP: TUS20,2,3,0
350_38,7:51:00,7:51:00,PHX17,1,STOP: PHX17,3,0,0
350_38,9:24:00,9:24:00,TUS20,2,STOP: TUS20,1,2,0
350_39,7:54:00,7:54:00,PHX17,1,STOP: PHX17,3,0,0
350_39,9:27:00,9:27:00,TUS20,2,STOP: TUS20,2,1,1
350_40,7:57:00,7:57:00,PHX17,1,STOP: PHX17,0,1,1
350_40,9:30:00,9:30:00,TUS20,2,STOP: TUS20,1,1,0
350_41,8:00:00,8:00:00,PHX17,1,STOP: PHX17,1,2,1
350_41,9:33:00,9:33:00,TUS20,2,STOP: TUS20,2,2,1
350_42,8:03:00,8:03:00,PHX17,1,STOP: PHX17,1,3,0
350_42,9:36:00,9:36:00,TUS20,2,STOP: TUS20,2,1,0
350_43,8:06:00,8:06:00,PHX17,1,STOP: PHX17,2,2,0
350_43,9:39:00,9:39:00,TUS20,2,STOP: TUS20,1,2,1
350_44,8:09:00,8:09:00,PHX17,1,STOP: PHX17,3,1,0
350_44,9:42:00,9:42:00,TUS20,2,STOP: TUS20,2,1,1
350_45,8:12:00,8:12:00,PHX17,1,STOP: PHX17,0,0,0
350_45,9:45:00,9:45:00,TUS20,2,STOP: TUS20,1,2,1
350_46,8:15:00,8:15:00,PHX17,1,STOP: PHX17,2,1,0
350_46,9:48:00,9:48:00,TUS20,2,STOP: TUS20,1,3,0
350_47,8:18:00,8:18:00,PHX17,1,STOP: PHX17,1,1,0
350_47,9:51:00,9:51:00,TUS20,2,STOP: TUS20,1,1,0
350_48,8:21:00,8:21:00,PHX17,1,STOP: PHX17,2,0,0
350_48,9:54:00,9:54:00,TUS20,2,STOP: TUS20,0,1,1
350_49,8:24:00,8:24:00,PHX17,1,STOP: PHX17,2,0,1
350_49,9:57:00,9:57:00,TUS20,2,STOP: TUS20,2,3,1
350_50,8:27:00,8:27:00,PHX17,1,STOP: PHX17,3,3,1
350_50,10:00:00,10:00:00,TUS20,2,STOP: TUS20,1,3,1
350_51,8:30:00,8:30:00,PHX17,1,STOP: PHX17,0,3,1
350_51,10:03:00,10:03:00,TUS20,2,STOP: TUS20,1,2,1
350_52,8:33:00,8:33:00,PHX17,1,STOP: PHX17,0,3,0
350_52,10:06:00,10:06:00,TUS20,2,STOP: TUS20,0,1,1
350_53,8:36:00,8:36:00,PHX17,1,STOP: PHX17,1,1,1
350_53,10:09:00,10:09:00,TUS20,2,STOP: TUS20,0,2,1
350_54,8:39:00,8:39:00,PHX17,1,STOP: PHX17,0,1,0
350_54,10:12:00,10:12:00,TUS20,2,STOP: TUS20,1,3,0
350_55,8:42:00,8:42:00,PHX17,1,STOP: PHX17,1,2,1
350_55,10:15:00,10:15:00,TUS20,2,STOP: TUS20,2,2,0
350_56,8:45:00,8:45:00,PHX17,1,STOP: PHX17,2,1,1
350_56,10:18:00,10:18:00,TUS20,2,STOP: TUS20,0,2,0
350_57,8:48:00,8:48:00,PHX17,1,STOP: PHX17,0,1,0
350_57,10:21:00,10:21:00,TUS20,2,STOP: TUS20,3,0,1
350_58,8:51:00,8:51:00,PHX17,1,STOP: PHX17,2,2,0
350_58,10:24:00,10:24:00,TUS20,2,STOP: TUS20,2,2,0
350_59,8:54:00,8:54:00,PHX17,1,STOP: PHX17,0,1,0
350_59,10:27:00,10:27:00,TUS20,2,STOP: TUS20,0,2,0
350_60,8:57:00,8:57:00,PHX17,1,STOP: PHX17,3,1,0
350_60,10:30:00,10:30:00,TUS20,2,STOP: TUS20,0,0,0
350_61,9:00:00,9:00:00,PHX17,1,STOP: PHX17,2,1,1
350_61,10:33:00,10:33:00,TUS20,2,STOP: TUS20,0,1,0
364_1,6:00:00,6:00:00,PHX18,1,STOP: PHX18,1,2,1
364_1,7:04:00,7:04:00,TUS12,2,STOP: TUS12,1,0,1
364_2,6:15:00,6:15:00,PHX18,1,STOP: PHX18,0,1,1
364_2,7:19:00,7:19:00,TUS12,2,STOP: TUS12,3,1,1
364_3,6:30:00,6:30:00,PHX18,1,STOP: PHX18,0,2,0
364_3,7:34:00,7:34:00,TUS12,2,STOP: TUS12,3,0,0
364_4,6:45:00,6:45:00,PHX18,1,STOP: PHX18,2,2,0
364_4,7:49:00,7:49:00,TUS12,2,STOP: TUS12,1,0,1
364_5,7:00:00,7:00:00,PHX18,1,STOP: PHX18,1,1,1
364_5,8:04:00,8:04:00,TUS12,2,STOP: TUS12,3,0,1
364_6,7:15:00,7:15:00,PHX18,1,STOP: PHX18,2,2,1
364_6,8:19:00,8:19:00,TUS12,2,STOP: TUS12,1,3,0
364_7,7:30:00,7:30:00,PHX18,1,STOP: PHX18,1,3,0
364_7,8:34:00,8:34:00,TUS12,2,STOP: TUS12,1,2,0
364_8,7:45:00,7:45:00,PHX18,1,STOP: PHX18,2,1,0
364_8,8:49:00,8:49:00,TUS12,2,STOP: TUS12,2,0,1
364_9,8:00:00,8:00:00,PHX18,1,STOP: PHX18,3,2,0
364_9,9:04:00,9:04:00,TUS12,2,STOP: TUS12,0,2,0
364_10,8:15:00,8:15:00,PHX18,1,STOP: PHX18,3,3,0
364_10,9:19:00,9:19:00,TUS12,2,STOP: TUS12,2,3,1
364_11,8:30:00,8:30:00,PHX18,1,STOP: PHX18,1,1,0
364_11,9:34:00,9:34:00,TUS12,2,STOP: TUS12,2,3,0
364_12,8:45:00,8:45:00,PHX18,1,STOP: PHX18,0,1,1
364_12,9:49:00,9:49:00,TUS12,2,STOP: TUS12,3,3,1
364_13,9:00:00,9:00:00,PHX18,1,STOP: PHX18,0,2,0
364_13,10:04:00,10:04:00,TUS12,2,STOP: TUS12,1,1,0
383_1,6:00:00,6:00:00,PHX19,1,STOP: PHX19,1,2,0
383_1,7:11:00,7:11:00,TUS9,2,STOP: TUS9,2,2,1
383_2,6:12:00,6:12:00,PHX19,1,STOP: PHX19,1,3,1
383_2,7:23:00,7:23:00,TUS9,2,STOP: TUS9,1,0,1
383_3,6:24:00,6:24:00,PHX19,1,STOP: PHX19,3,2,0
383_3,7:35:00,7:35:00,TUS9,2,STOP: TUS9,3,1,0
383_4,6:36:00,6:36:00,PHX19,1,STOP: PHX19,2,1,0
383_4,7:47:00,7:47:00,TUS9,2,STOP: TUS9,1,1,1
383_5,6:48:00,6:48:00,PHX19,1,STOP: PHX19,2,3,1
383_5,7:59:00,7:59:00,TUS9,2,STOP: TUS9,0,2,1
383_6,7:00:00,7:00:00,PHX19,1,STOP: PHX19,3,1,0
383_6,8:11:00,8:11:00,TUS9,2,STOP: TUS9,0,0,0
383_7,7:12:00,7:12:00,PHX19,1,STOP: PHX19,1,0,0
383_7,8:23:00,8:23:00,TUS9,2,STOP: TUS9,1,1,0
383_8,7:24:00,7:24:00,PHX19,1,STOP: PHX19,2,0,1
383_8,8:35:00,8:35:00,TUS9,2,STOP: TUS9,2,0,0
383_9,7:36:00,7:36:00,PHX19,1,STOP: PHX19,3,3,1
383_9,8:47:00,8:47:00,TUS9,2,STOP: TUS9,2,1,1
383_10,7:48:00,7:48:00,PHX19,1,STOP: PHX19,2,1,1
383_10,8:59:00,8:59:00,TUS9,2,STOP: TUS9,1,2,1
383_11,8:00:00,8:00:00,PHX19,1,STOP: PHX19,3,1,0
383_11,9:11:00,9:11:00,TUS9,2,STOP: TUS9,3,2,1
383_12,8:12:00,8:12:00,PHX19,1,STOP: PHX19,0,3,0
383_12,9:23:00,9:23:00,TUS9,2,STOP: TUS9,1,1,0
383_13,8:24:00,8:24:00,PHX19,1,STOP: PHX19,0,2,1
383_13,9:35:00,9:35:00,TUS9,2,STOP: TUS9,1,1,0
383_14,8:36:00,8:36:00,PHX19,1,STOP: PHX19,2,2,1
383_14,9:47:00,9:47:00,TUS9,2,STOP: TUS9,0,3,1
383_15,8:48:00,8:48:00,PHX19,1,STOP: PHX19,3,2,1
383_15,9:59:00,9:59:00,TUS9,2,STOP: TUS9,2,0,1
383_16,9:00:00,9:00:00,PHX19,1,STOP: PHX19,2,2,0
383_16,10:11:00,10:11:00,TUS9,2,STOP: TUS9,2,2,1
386_1,6:00:00,6:00:00,PHX19,1,STOP: PHX19,2,2,0
386_1,7:00:00,7:00:00,TUS12,2,STOP: TUS12,0,0,1
386_2,6:15:00,6:15:00,PHX19,1,STOP: PHX19,1,2,0
386_2,7:15:00,7:15:00,TUS12,2,STOP: TUS12,2,2,0
386_3,6:30:00,6:30:00,PHX19,1,STOP: PHX19,1,2,1
386_3,7:30:00,7:30:00,TUS12,2,STOP: TUS12,2,0,0
386_4,6:45:00,6:45:00,PHX19,1,STOP: PHX19,2,1,0
386_4,7:45:00,7:45:00,TUS12,2,STOP: TUS12,1,1,0
386_5,7:00:00,7:00:00,PHX19,1,STOP: PHX19,2,3,1
386_5,8:00:00,8:00:00,TUS12,2,STOP: TUS12,0,2,1
386_6,7:15:00,7:15:00,PHX19,1,STOP: PHX19,3,2,0
386_6,8:15:00,8:15:00,TUS12,2,STOP: TUS12,0,3,1
386_7,7:30:00,7:30:00,PHX19,1,STOP: PHX19,2,2,0
386_7,8:30:00,8:30:00,TUS12,2,STOP: TUS12,1,0,0
386_8,7:45:00,7:45:00,PHX19,1,STOP: PHX19,2,0,0
386_8,8:45:00,8:45:00,TUS12,2,STOP: TUS12,2,1,0
386_9,8:00:00,8:00:00,PHX19,1,STOP: PHX19,3,2,1
386_9,9:00:00,9:00:00,TUS12,2,STOP: TUS12,0,2,0
386_10,8:15:00,8:15:00,PHX19,1,STOP: PHX19,3,1,0
386_10,9:15:00,9:15:00,TUS12,2,STOP: TUS12,2,1,1
386_11,8:30:00,8:30:00,PHX19,1,STOP: PHX19,2,2,1
386_11,9:30:00,9:30:00,TUS12,2,STOP: TUS12,1,1,0
386_12,8:45:00,8:45:00,PHX19,1,STOP: PHX19,3,3,1
386_12,9:45:00,9:45:00,TUS12,2,STOP: TUS12,3,1,0
386_13,9:00:00,9:00:00,PHX19,1,STOP: PHX19,2,2,1
386_13,10:00:00,10:00:00,TUS12,2,STOP: TUS12,3,2,1
392_1,6:00:00,6:00:00,PHX19,1,STOP: PHX19,0,1,1
392_1,7:28:00,7:28:00,TUS18,2,STOP: TUS18,2,2,1
392_2,6:12:00,6:12:00,PHX19,1,STOP: PHX19,2,1,0
392_2,7:40:00,7:40:00,TUS18,2,STOP: TUS18,2,3,1
392_3,6:24:00,6:24:00,PHX19,1,STOP: PHX19,1,2,1
392_3,7:52:00,7:52:00,TUS18,2,STOP: TUS18,2,2,1
392_4,6:36:00,6:36:00,PHX19,1,STOP: PHX19,2,0,1
392_4,8:04:00,8:04:00,TUS18,2,STOP: TUS18,2,2,0
392_5,6:48:00,6:48:00,PHX19,1,STOP: PHX19,3,2,1
392_5,8:16:00,8:16:00,TUS18,2,STOP: TUS18,1,2,1
392_6,7:00:00,7:00:00,PHX19,1,STOP: PHX19,1,2,0
392_6,8:28:00,8:28:00,TUS18,2,STOP: TUS18,0,2,1
392_7,7:12:00,7:12:00,PHX19,1,STOP: PHX19,2,3,0
392_7,8:40:00,8:40:00,TUS18,2,STOP: TUS18,1,2,0
392_8,7:24:00,7:24:00,PHX19,1,STOP: PHX19,2,0,1
392_8,8:52:00,8:52:00,TUS18,2,STOP: TUS18,1,1,0
392_9,7:36:00,7:36:00,PHX19,1,STOP: PHX19,3,1,1
392_9,9:04:00,9:04:00,TUS18,2,STOP: TUS18,1,1,1
392_10,7:48:00,7:48:00,PHX19,1,STOP: PHX19,1,0,0
392_10,9:16:00,9:16:00,TUS18,2,STOP: TUS18,3,2,1
392_11,8:00:00,8:00:00,PHX19,1,STOP: PHX19,1,2,0
392_11,9:28:00,9:28:00,TUS18,2,STOP: TUS18,1,0,0
392_12,8:12:00,8:12:00,PHX19,1,STOP: PHX19,2,1,0
392_12,9:40:00,9:40:00,TUS18,2,STOP: TUS18,1,0,0
392_13,8:24:00,8:24:00,PHX19,1,STOP: PHX19,2,1,1
392_13,9:52:00,9:52:00,TUS18,2,STOP: TUS18,1,3,0
392_14,8:36:00,8:36:00,PHX19,1,STOP: PHX19,3,2,1
392_14,10:04:00,10:04:00,TUS18,2,STOP: TUS18,3,1,1
