person_id,person_trip_id,o_taz,d_taz,mode,purpose,departure_time,arrival_time,time_target,vot,pnr_ids
P1016,1016,2365,3273,PNR-rapid_bus-walk,personal_business,7:57:00,9:17:00,departure,17.5,
P1017,1017,2365,3273,PNR-rapid_bus-walk,personal_business,7:14:00,8:34:00,departure,17.5,
P1018,1018,2365,3273,PNR-rapid_bus-walk,personal_business,6:02:00,7:22:00,departure,17.5,
P1019,1019,2365,3273,PNR-rapid_bus-walk,personal_business,8:07:00,9:27:00,departure,17.5,
P1020,1020,2365,3273,PNR-rapid_bus-walk,personal_business,6:48:00,8:08:00,departure,17.5,
P1021,1021,2365,3273,PNR-rapid_bus-walk,personal_business,8:23:00,9:43:00,departure,17.5,
P1022,1022,2365,3273,PNR-rapid_bus-walk,personal_business,7:24:00,8:44:00,departure,17.5,
P1023,1023,2365,3273,PNR-rapid_bus-walk,personal_business,6:03:00,7:23:00,departure,17.5,
P1024,1024,2365,3273,PNR-rapid_bus-walk,personal_business,6:08:00,7:28:00,departure,17.5,
P1025,1025,2365,3273,walk-rapid_bus-KNR,social,6:51:00,8:11:00,departure,19,
P1026,1026,2365,3273,walk-rapid_bus-KNR,social,8:17:00,9:37:00,departure,19,
P1027,1027,2365,3273,walk-rapid_bus-KNR,social,8:37:00,9:57:00,departure,19,
P1028,1028,2365,3273,walk-rapid_bus-KNR,social,8:33:00,9:53:00,departure,19,
P1029,1029,2365,3273,walk-rapid_bus-KNR,social,7:08:00,8:28:00,departure,19,
P1030,1030,2365,3273,walk-rapid_bus-KNR,social,8:36:00,9:56:00,departure,19,
P1031,1031,2365,3273,walk-rapid_bus-KNR,social,8:24:00,9:44:00,departure,19,
P1032,1032,2365,3273,walk-rapid_bus-KNR,social,8:48:00,10:08:00,departure,19,
P1033,1033,2365,3273,walk-rapid_bus-KNR,social,7:09:00,8:29:00,departure,19,
P1034,1034,2365,3273,walk-rapid_bus-KNR,social,6:38:00,7:58:00,departure,19,
P1035,1035,2365,3273,walk-rapid_bus-KNR,social,6:14:00,7:34:00,departure,19,
P1036,1036,2365,3273,walk-rapid_bus-KNR,social,7:24:00,8:44:00,departure,19,
P1037,1037,2365,3273,walk-rapid_bus-KNR,social,8:13:00,9:33:00,departure,19,
P1038,1038,2365,3273,walk-rapid_bus-KNR,social,8:04:00,9:24:00,departure,19,
P1039,1039,2365,3273,walk-rapid_bus-KNR,social,8:52:00,10:12:00,departure,19,
P1040,1040,2365,3273,walk-rapid_bus-KNR,social,7:18:00,8:38:00,departure,19,
P1041,1041,2365,3273,walk-rapid_bus-KNR,social,7:37:00,8:57:00,departure,19,
P1042,1042,2365,3273,walk-rapid_bus-KNR,social,8:21:00,9:41:00,departure,19,
P1043,1043,2365,3273,walk-rapid_bus-KNR,social,7:40:00,9:00:00,departure,19,
P1044,1044,2365,3273,walk-rapid_bus-KNR,social,7:20:00,8:40:00,departure,19,
P1045,1045,2365,3273,walk-rapid_bus-KNR,social,6:12:00,7:32:00,departure,19,
P1046,1046,2365,3273,walk-rapid_bus-KNR,social,7:32:00,8:52:00,departure,19,
P1047,1047,2365,3273,walk-rapid_bus-KNR,social,8:19:00,9:39:00,departure,19,
P1048,1048,2365,3273,walk-rapid_bus-KNR,social,6:07:00,7:27:00,departure,19,
P1049,1049,2365,3273,walk-rapid_bus-KNR,social,8:37:00,9:57:00,departure,19,
P1050,1050,2365,3273,PNR-rapid_bus-walk,shopping,8:47:00,10:07:00,departure,17.5,
P1051,1051,2365,3273,PNR-rapid_bus-walk,shopping,8:07:00,9:27:00,departure,17.5,
P1052,1052,2365,3273,PNR-rapid_bus-walk,shopping,8:56:00,10:16:00,departure,17.5,
P1053,1053,2365,3273,PNR-rapid_bus-walk,shopping,7:06:00,8:26:00,departure,17.5,
P1054,1054,2365,3273,KNR-rapid_bus-PNR,visitor,7:57:00,9:17:00,departure,19,
P1055,1055,2365,3273,KNR-rapid_bus-PNR,visitor,7:04:00,8:24:00,departure,19,
P1056,1056,2365,3273,KNR-rapid_bus-PNR,visitor,7:47:00,9:07:00,departure,19,
P1057,1057,2365,3273,KNR-rapid_bus-PNR,visitor,6:03:00,7:23:00,departure,19,
P1058,1058,2365,3273,KNR-rapid_bus-PNR,visitor,6:31:00,7:51:00,departure,19,
P1059,1059,2365,3273,KNR-rapid_bus-PNR,visitor,6:39:00,7:59:00,departure,19,
P1060,1060,2365,3148,PNR-rapid_bus-walk,work,6:29:00,7:49:00,departure,24.4,
P1061,1061,2365,3148,PNR-rapid_bus-walk,work,6:04:00,7:24:00,departure,24.4,
P1062,1062,2365,3148,PNR-rapid_bus-walk,work,6:06:00,7:26:00,departure,24.4,
P1063,1063,2365,3148,PNR-rapid_bus-KNR,work,6:26:00,7:46:00,departure,24.4,
P1064,1064,2365,3148,walk-rapid_bus-KNR,work,6:54:00,8:14:00,departure,24.4,
P1065,1065,2365,3148,walk-rapid_bus-KNR,work,6:44:00,8:04:00,departure,24.4,
P1066,1066,2365,3148,walk-rapid_bus-KNR,work,8:11:00,9:31:00,departure,24.4,
P1067,1067,2365,3148,PNR-rapid_bus-walk,personal_business,8:34:00,9:54:00,departure,17.5,
P1068,1068,2365,3148,PNR-rapid_bus-walk,personal_business,7:48:00,9:08:00,departure,17.5,
P1069,1069,2365,3148,PNR-rapid_bus-walk,personal_business,6:31:00,7:51:00,departure,17.5,
P1070,1070,2365,3148,walk-rapid_bus-KNR,social,6:19:00,7:39:00,departure,19,
P1071,1071,2365,3148,walk-rapid_bus-KNR,social,7:25:00,8:45:00,departure,19,
P1072,1072,2365,3148,walk-rapid_bus-KNR,social,8:41:00,10:01:00,departure,19,
P1073,1073,2365,3148,walk-rapid_bus-KNR,social,7:06:00,8:26:00,departure,19,
P1074,1074,2365,3148,walk-rapid_bus-KNR,social,8:41:00,10:01:00,departure,19,
P1075,1075,2365,3148,walk-rapid_bus-KNR,social,8:34:00,9:54:00,departure,19,
P1076,1076,2365,3148,walk-rapid_bus-KNR,social,8:26:00,9:46:00,departure,19,
P1077,1077,2365,3148,PNR-rapid_bus-walk,shopping,7:50:00,9:10:00,departure,17.5,
P1078,1078,2365,3148,KNR-rapid_bus-PNR,visitor,8:47:00,10:07:00,departure,19,
P1079,1079,2365,3148,KNR-rapid_bus-PNR,visitor,6:01:00,7:21:00,departure,19,
P1080,1080,2365,3105,PNR-rapid_bus-walk,work,6:31:00,7:51:00,departure,24.4,
P1081,1081,2365,3105,PNR-rapid_bus-KNR,work,6:33:00,7:53:00,departure,24.4,
P1082,1082,2365,3105,walk-rapid_bus-KNR,work,6:08:00,7:28:00,departure,24.4,
P1083,1083,2365,3105,PNR-rapid_bus-walk,personal_business,6:00:00,7:20:00,departure,17.5,
P1084,1084,2365,3105,walk-rapid_bus-KNR,social,7:17:00,8:37:00,departure,19,
P1085,1085,2365,3105,walk-rapid_bus-KNR,social,8:22:00,9:42:00,departure,19,
P1086,1086,2365,3105,walk-rapid_bus-KNR,social,7:35:00,8:55:00,departure,19,
P1087,1087,2365,3105,KNR-rapid_bus-PNR,visitor,6:56:00,8:16:00,departure,19,
P1088,1088,2365,3071,PNR-rapid_bus-walk,work,7:17:00,8:37:00,departure,24.4,
P1089,1089,2365,3071,PNR-rapid_bus-walk,work,6:27:00,7:47:00,departure,24.4,
P1090,1090,2365,3071,PNR-rapid_bus-KNR,work,8:39:00,9:59:00,departure,24.4,
P1091,1091,2365,3071,walk-rapid_bus-KNR,work,7:58:00,9:18:00,departure,24.4,
P1092,1092,2365,3071,walk-rapid_bus-KNR,work,6:22:00,7:42:00,departure,24.4,
P1093,1093,2365,3071,PNR-rapid_bus-walk,personal_business,6:57:00,8:17:00,departure,17.5,
P1094,1094,2365,3071,PNR-rapid_bus-walk,personal_business,8:33:00,9:53:00,departure,17.5,
P1095,1095,2365,3071,walk-rapid_bus-KNR,social,6:45:00,8:05:00,departure,19,
P1096,1096,2365,3071,walk-rapid_bus-KNR,social,7:47:00,9:07:00,departure,19,
P1097,1097,2365,3071,walk-rapid_bus-KNR,social,7:26:00,8:46:00,departure,19,
P1098,1098,2365,3071,walk-rapid_bus-KNR,social,6:51:00,8:11:00,departure,19,
P1099,1099,2365,3071,walk-rapid_bus-KNR,social,8:31:00,9:51:00,departure,19,
P1100,1100,2365,3071,PNR-rapid_bus-walk,shopping,8:32:00,9:52:00,departure,17.5,
P1101,1101,2245,2627,PNR-rapid_bus-walk,work,7:59:00,9:19:00,departure,24.4,
P1102,1102,2245,2627,walk-rapid_bus-KNR,work,6:53:00,8:13:00,departure,24.4,
P1103,1103,2245,2627,PNR-rapid_bus-walk,personal_business,8:10:00,9:30:00,departure,17.5,
P1104,1104,2245,2627,walk-rapid_bus-KNR,social,8:49:00,10:09:00,departure,19,
P1105,1105,2245,2627,walk-rapid_bus-KNR,social,7:27:00,8:47:00,departure,19,
P1106,1106,2245,2627,KNR-rapid_bus-PNR,visitor,7:30:00,8:50:00,departure,19,
P1107,1107,2245,2627,KNR-rapid_bus-walk,work,7:44:00,9:04:00,departure,24.4,
P1108,1108,2245,3230,PNR-rapid_bus-KNR,work,8:04:00,9:24:00,departure,24.4,
P1109,1109,2245,3230,walk-rapid_bus-KNR,social,8:34:00,9:54:00,departure,19,
P1110,1110,2245,3230,KNR-rapid_bus-walk,work,6:52:00,8:12:00,departure,24.4,
P1111,1111,2245,3022,PNR-rapid_bus-walk,work,8:18:00,9:38:00,departure,24.4,
P1112,1112,2245,3022,PNR-rapid_bus-walk,work,6:22:00,7:42:00,departure,24.4,
P1113,1113,2245,3022,walk-rapid_bus-KNR,work,7:57:00,9:17:00,departure,24.4,
P1114,1114,2245,3022,walk-rapid_bus-KNR,work,6:22:00,7:42:00,departure,24.4,
P1115,1115,2245,3022,PNR-rapid_bus-walk,personal_business,7:12:00,8:32:00,departure,17.5,
P1116,1116,2245,3022,PNR-rapid_bus-walk,personal_business,7:35:00,8:55:00,departure,17.5,
P1117,1117,2245,3022,walk-rapid_bus-KNR,social,6:49:00,8:09:00,departure,19,
P1118,1118,2245,3022,walk-rapid_bus-KNR,social,8:15:00,9:35:00,departure,19,
P1119,1119,2245,3022,walk-rapid_bus-KNR,social,7:47:00,9:07:00,departure,19,
P1120,1120,2245,3022,walk-rapid_bus-KNR,social,6:19:00,7:39:00,departure,19,
P1121,1121,2245,3074,PNR-rapid_bus-walk,work,7:36:00,8:56:00,departure,24.4,
P1122,1122,2245,3074,PNR-rapid_bus-walk,work,8:38:00,9:58:00,departure,24.4,
P1123,1123,2245,3074,PNR-rapid_bus-walk,work,7:59:00,9:19:00,departure,24.4,
P1124,1124,2245,3074,PNR-rapid_bus-walk,work,6:15:00,7:35:00,departure,24.4,
P1125,1125,2245,3074,PNR-rapid_bus-walk,work,8:28:00,9:48:00,departure,24.4,
P1126,1126,2245,3074,PNR-rapid_bus-walk,work,7:42:00,9:02:00,departure,24.4,
P1127,1127,2245,3074,PNR-rapid_bus-walk,work,7:13:00,8:33:00,departure,24.4,
P1128,1128,2245,3074,PNR-rapid_bus-walk,work,7:25:00,8:45:00,departure,24.4,
P1129,1129,2245,3074,PNR-rapid_bus-walk,work,8:16:00,9:36:00,departure,24.4,
P1130,1130,2245,3074,PNR-rapid_bus-walk,work,7:58:00,9:18:00,departure,24.4,
P1131,1131,2245,3074,PNR-rapid_bus-walk,work,8:44:00,10:04:00,departure,24.4,
P1132,1132,2245,3074,PNR-rapid_bus-walk,work,8:14:00,9:34:00,departure,24.4,
P1133,1133,2245,3074,PNR-rapid_bus-walk,work,6:39:00,7:59:00,departure,24.4,
P1134,1134,2245,3074,PNR-rapid_bus-walk,work,7:41:00,9:01:00,departure,24.4,
P1135,1135,2245,3074,PNR-rapid_bus-walk,work,7:14:00,8:34:00,departure,24.4,
P1136,1136,2245,3074,PNR-rapid_bus-walk,work,8:07:00,9:27:00,departure,24.4,
P1137,1137,2245,3074,PNR-rapid_bus-walk,work,7:20:00,8:40:00,departure,24.4,
P1138,1138,2245,3074,PNR-rapid_bus-walk,work,6:26:00,7:46:00,departure,24.4,
P1139,1139,2245,3074,PNR-rapid_bus-walk,work,6:15:00,7:35:00,departure,24.4,
P1140,1140,2245,3074,PNR-rapid_bus-walk,work,7:43:00,9:03:00,departure,24.4,
P1141,1141,2245,3074,PNR-rapid_bus-walk,work,7:16:00,8:36:00,departure,24.4,
P1142,1142,2245,3074,PNR-rapid_bus-walk,work,6:31:00,7:51:00,departure,24.4,
P1143,1143,2245,3074,PNR-rapid_bus-walk,work,7:56:00,9:16:00,departure,24.4,
P1144,1144,2245,3074,PNR-rapid_bus-walk,work,8:53:00,10:13:00,departure,24.4,
P1145,1145,2245,3074,PNR-rapid_bus-walk,work,8:45:00,10:05:00,departure,24.4,
P1146,1146,2245,3074,PNR-rapid_bus-KNR,work,7:41:00,9:01:00,departure,24.4,
P1147,1147,2245,3074,PNR-rapid_bus-KNR,work,8:40:00,10:00:00,departure,24.4,
P1148,1148,2245,3074,PNR-rapid_bus-KNR,work,7:48:00,9:08:00,departure,24.4,
P1149,1149,2245,3074,PNR-rapid_bus-KNR,work,7:39:00,8:59:00,departure,24.4,
P1150,1150,2245,3074,PNR-rapid_bus-KNR,work,8:18:00,9:38:00,departure,24.4,
P1151,1151,2245,3074,PNR-rapid_bus-KNR,work,6:20:00,7:40:00,departure,24.4,
P1152,1152,2245,3074,PNR-rapid_bus-KNR,work,8:04:00,9:24:00,departure,24.4,
P1153,1153,2245,3074,PNR-rapid_bus-KNR,work,8:55:00,10:15:00,departure,24.4,
P1154,1154,2245,3074,walk-rapid_bus-KNR,work,7:52:00,9:12:00,departure,24.4,
P1155,1155,2245,3074,walk-rapid_bus-KNR,work,8:20:00,9:40:00,departure,24.4,
P1156,1156,2245,3074,walk-rapid_bus-KNR,work,7:51:00,9:11:00,departure,24.4,
P1157,1157,2245,3074,walk-rapid_bus-KNR,work,8:30:00,9:50:00,departure,24.4,
P1158,1158,2245,3074,walk-rapid_bus-KNR,work,7:51:00,9:11:00,departure,24.4,
P1159,1159,2245,3074,walk-rapid_bus-KNR,work,8:28:00,9:48:00,departure,24.4,
P1160,1160,2245,3074,walk-rapid_bus-KNR,work,7:26:00,8:46:00,departure,24.4,
P1161,1161,2245,3074,walk-rapid_bus-KNR,work,6:45:00,8:05:00,departure,24.4,
P1162,1162,2245,3074,walk-rapid_bus-KNR,work,6:57:00,8:17:00,departure,24.4,
P1163,1163,2245,3074,walk-rapid_bus-KNR,work,6:21:00,7:41:00,departure,24.4,
P1164,1164,2245,3074,walk-rapid_bus-KNR,work,6:19:00,7:39:00,departure,24.4,
P1165,1165,2245,3074,walk-rapid_bus-KNR,work,6:27:00,7:47:00,departure,24.4,
P1166,1166,2245,3074,walk-rapid_bus-KNR,work,6:25:00,7:45:00,departure,24.4,
P1167,1167,2245,3074,walk-rapid_bus-KNR,work,6:15:00,7:35:00,departure,24.4,
P1168,1168,2245,3074,walk-rapid_bus-KNR,work,6:05:00,7:25:00,departure,24.4,
P1169,1169,2245,3074,walk-rapid_bus-KNR,work,7:14:00,8:34:00,departure,24.4,
P1170,1170,2245,3074,walk-rapid_bus-KNR,work,7:20:00,8:40:00,departure,24.4,
P1171,1171,2245,3074,walk-rapid_bus-KNR,work,8:12:00,9:32:00,departure,24.4,
P1172,1172,2245,3074,walk-rapid_bus-KNR,work,7:35:00,8:55:00,departure,24.4,
P1173,1173,2245,3074,walk-rapid_bus-KNR,work,6:35:00,7:55:00,departure,24.4,
P1174,1174,2245,3074,walk-rapid_bus-KNR,work,7:22:00,8:42:00,departure,24.4,
P1175,1175,2245,3074,walk-rapid_bus-KNR,work,7:03:00,8:23:00,departure,24.4,
P1176,1176,2245,3074,walk-rapid_bus-KNR,work,6:01:00,7:21:00,departure,24.4,
P1177,1177,2245,3074,walk-rapid_bus-KNR,work,7:49:00,9:09:00,departure,24.4,
P1178,1178,2245,3074,walk-rapid_bus-KNR,work,7:26:00,8:46:00,departure,24.4,
P1179,1179,2245,3074,PNR-rapid_bus-walk,personal_business,7:57:00,9:17:00,departure,17.5,
P1180,1180,2245,3074,PNR-rapid_bus-walk,personal_business,7:04:00,8:24:00,departure,17.5,
P1181,1181,2245,3074,PNR-rapid_bus-walk,personal_business,6:15:00,7:35:00,departure,17.5,
P1182,1182,2245,3074,PNR-rapid_bus-walk,personal_business,6:17:00,7:37:00,departure,17.5,
P1183,1183,2245,3074,PNR-rapid_bus-walk,personal_business,7:33:00,8:53:00,departure,17.5,
P1184,1184,2245,3074,PNR-rapid_bus-walk,personal_business,8:42:00,10:02:00,departure,17.5,
P1185,1185,2245,3074,PNR-rapid_bus-walk,personal_business,6:40:00,8:00:00,departure,17.5,
P1186,1186,2245,3074,PNR-rapid_bus-walk,personal_business,6:05:00,7:25:00,departure,17.5,
P1187,1187,2245,3074,PNR-rapid_bus-walk,personal_business,6:25:00,7:45:00,departure,17.5,
P1188,1188,2245,3074,PNR-rapid_bus-walk,personal_business,8:47:00,10:07:00,departure,17.5,
P1189,1189,2245,3074,PNR-rapid_bus-walk,personal_business,7:54:00,9:14:00,departure,17.5,
P1190,1190,2245,3074,PNR-rapid_bus-walk,personal_business,8:06:00,9:26:00,departure,17.5,
P1191,1191,2245,3074,PNR-rapid_bus-walk,personal_business,7:52:00,9:12:00,departure,17.5,
P1192,1192,2245,3074,PNR-rapid_bus-walk,personal_business,6:26:00,7:46:00,departure,17.5,
P1193,1193,2245,3074,PNR-rapid_bus-walk,personal_business,8:11:00,9:31:00,departure,17.5,
P1194,1194,2245,3074,PNR-rapid_bus-walk,personal_business,6:15:00,7:35:00,departure,17.5,
P1195,1195,2245,3074,PNR-rapid_bus-walk,personal_business,8:50:00,10:10:00,departure,17.5,
P1196,1196,2245,3074,PNR-rapid_bus-walk,personal_business,7:55:00,9:15:00,departure,17.5,
P1197,1197,2245,3074,PNR-rapid_bus-walk,personal_business,6:48:00,8:08:00,departure,17.5,
P1198,1198,2245,3074,PNR-rapid_bus-walk,personal_business,7:39:00,8:59:00,departure,17.5,
P1199,1199,2245,3074,PNR-rapid_bus-walk,personal_business,6:13:00,7:33:00,departure,17.5,
P1200,1200,2245,3074,PNR-rapid_bus-walk,personal_business,7:39:00,8:59:00,departure,17.5,
P1201,1201,2245,3074,PNR-rapid_bus-walk,personal_business,6:50:00,8:10:00,departure,17.5,
P1202,1202,2245,3074,PNR-rapid_bus-walk,personal_business,7:24:00,8:44:00,departure,17.5,
P1203,1203,2245,3074,PNR-rapid_bus-walk,personal_business,6:13:00,7:33:00,departure,17.5,
P1204,1204,2245,3074,walk-rapid_bus-KNR,social,6:33:00,7:53:00,departure,19,
P1205,1205,2245,3074,walk-rapid_bus-KNR,social,8:54:00,10:14:00,departure,19,
P1206,1206,2245,3074,walk-rapid_bus-KNR,social,6:11:00,7:31:00,departure,19,
P1207,1207,2245,3074,walk-rapid_bus-KNR,social,6:17:00,7:37:00,departure,19,
P1208,1208,2245,3074,walk-rapid_bus-KNR,social,6:25:00,7:45:00,departure,19,
P1209,1209,2245,3074,walk-rapid_bus-KNR,social,6:43:00,8:03:00,departure,19,
P1210,1210,2245,3074,walk-rapid_bus-KNR,social,6:13:00,7:33:00,departure,19,
P1211,1211,2245,3074,walk-rapid_bus-KNR,social,7:24:00,8:44:00,departure,19,
P1212,1212,2245,3074,walk-rapid_bus-KNR,social,7:11:00,8:31:00,departure,19,
P1213,1213,2245,3074,walk-rapid_bus-KNR,social,7:25:00,8:45:00,departure,19,
P1214,1214,2245,3074,walk-rapid_bus-KNR,social,7:44:00,9:04:00,departure,19,
P1215,1215,2245,3074,walk-rapid_bus-KNR,social,7:52:00,9:12:00,departure,19,
P1216,1216,2245,3074,walk-rapid_bus-KNR,social,8:43:00,10:03:00,departure,19,
P1217,1217,2245,3074,walk-rapid_bus-KNR,social,6:10:00,7:30:00,departure,19,
P1218,1218,2245,3074,walk-rapid_bus-KNR,social,7:29:00,8:49:00,departure,19,
P1219,1219,2245,3074,walk-rapid_bus-KNR,social,8:44:00,10:04:00,departure,19,
P1220,1220,2245,3074,walk-rapid_bus-KNR,social,8:19:00,9:39:00,departure,19,
P1221,1221,2245,3074,walk-rapid_bus-KNR,social,8:40:00,10:00:00,departure,19,
P1222,1222,2245,3074,walk-rapid_bus-KNR,social,6:09:00,7:29:00,departure,19,
P1223,1223,2245,3074,walk-rapid_bus-KNR,social,6:42:00,8:02:00,departure,19,
P1224,1224,2245,3074,walk-rapid_bus-KNR,social,6:46:00,8:06:00,departure,19,
P1225,1225,2245,3074,walk-rapid_bus-KNR,social,8:18:00,9:38:00,departure,19,
P1226,1226,2245,3074,walk-rapid_bus-KNR,social,7:06:00,8:26:00,departure,19,
P1227,1227,2245,3074,walk-rapid_bus-KNR,social,7:32:00,8:52:00,departure,19,
P1228,1228,2245,3074,walk-rapid_bus-KNR,social,8:53:00,10:13:00,departure,19,
P1229,1229,2245,3074,walk-rapid_bus-KNR,social,8:20:00,9:40:00,departure,19,
P1230,1230,2245,3074,walk-rapid_bus-KNR,social,6:51:00,8:11:00,departure,19,
P1231,1231,2245,3074,walk-rapid_bus-KNR,social,6:05:00,7:25:00,departure,19,
P1232,1232,2245,3074,walk-rapid_bus-KNR,social,6:07:00,7:27:00,departure,19,
P1233,1233,2245,3074,walk-rapid_bus-KNR,social,8:32:00,9:52:00,departure,19,
P1234,1234,2245,3074,walk-rapid_bus-KNR,social,6:51:00,8:11:00,departure,19,
P1235,1235,2245,3074,walk-rapid_bus-KNR,social,7:12:00,8:32:00,departure,19,
P1236,1236,2245,3074,walk-rapid_bus-KNR,social,6:12:00,7:32:00,departure,19,
P1237,1237,2245,3074,walk-rapid_bus-KNR,social,7:33:00,8:53:00,departure,19,
P1238,1238,2245,3074,walk-rapid_bus-KNR,social,7:01:00,8:21:00,departure,19,
P1239,1239,2245,3074,walk-rapid_bus-KNR,social,8:20:00,9:40:00,departure,19,
P1240,1240,2245,3074,walk-rapid_bus-KNR,social,6:15:00,7:35:00,departure,19,
P1241,1241,2245,3074,walk-rapid_bus-KNR,social,8:47:00,10:07:00,departure,19,
P1242,1242,2245,3074,walk-rapid_bus-KNR,social,6:30:00,7:50:00,departure,19,
P1243,1243,2245,3074,walk-rapid_bus-KNR,social,8:42:00,10:02:00,departure,19,
P1244,1244,2245,3074,walk-rapid_bus-KNR,social,8:37:00,9:57:00,departure,19,
P1245,1245,2245,3074,walk-rapid_bus-KNR,social,7:03:00,8:23:00,departure,19,
P1246,1246,2245,3074,walk-rapid_bus-KNR,social,6:30:00,7:50:00,departure,19,
P1247,1247,2245,3074,walk-rapid_bus-KNR,social,7:59:00,9:19:00,departure,19,
P1248,1248,2245,3074,walk-rapid_bus-KNR,social,6:38:00,7:58:00,departure,19,
P1249,1249,2245,3074,walk-rapid_bus-KNR,social,6:08:00,7:28:00,departure,19,
P1250,1250,2245,3074,walk-rapid_bus-KNR,social,6:30:00,7:50:00,departure,19,
P1251,1251,2245,3074,walk-rapid_bus-KNR,social,6:05:00,7:25:00,departure,19,
P1252,1252,2245,3074,walk-rapid_bus-KNR,social,8:02:00,9:22:00,departure,19,
P1253,1253,2245,3074,walk-rapid_bus-KNR,social,6:56:00,8:16:00,departure,19,
P1254,1254,2245,3074,walk-rapid_bus-KNR,social,8:37:00,9:57:00,departure,19,
P1255,1255,2245,3074,walk-rapid_bus-KNR,social,7:16:00,8:36:00,departure,19,
P1256,1256,2245,3074,walk-rapid_bus-KNR,social,7:53:00,9:13:00,departure,19,
P1257,1257,2245,3074,walk-rapid_bus-KNR,social,8:04:00,9:24:00,departure,19,
P1258,1258,2245,3074,walk-rapid_bus-KNR,social,8:36:00,9:56:00,departure,19,
P1259,1259,2245,3074,walk-rapid_bus-KNR,social,7:29:00,8:49:00,departure,19,
P1260,1260,2245,3074,walk-rapid_bus-KNR,social,7:24:00,8:44:00,departure,19,
P1261,1261,2245,3074,walk-rapid_bus-KNR,social,8:18:00,9:38:00,departure,19,
P1262,1262,2245,3074,PNR-rapid_bus-walk,shopping,6:55:00,8:15:00,departure,17.5,
P1263,1263,2245,3074,PNR-rapid_bus-walk,shopping,6:43:00,8:03:00,departure,17.5,
P1264,1264,2245,3074,PNR-rapid_bus-walk,shopping,7:51:00,9:11:00,departure,17.5,
P1265,1265,2245,3074,PNR-rapid_bus-walk,shopping,8:54:00,10:14:00,departure,17.5,
P1266,1266,2245,3074,PNR-rapid_bus-walk,shopping,7:20:00,8:40:00,departure,17.5,
P1267,1267,2245,3074,PNR-rapid_bus-walk,shopping,7:30:00,8:50:00,departure,17.5,
P1268,1268,2245,3074,PNR-rapid_bus-walk,shopping,8:51:00,10:11:00,departure,17.5,
P1269,1269,2245,3074,PNR-rapid_bus-walk,shopping,6:41:00,8:01:00,departure,17.5,
P1270,1270,2245,3074,KNR-rapid_bus-PNR,visitor,7:05:00,8:25:00,departure,19,
P1271,1271,2245,3074,KNR-rapid_bus-PNR,visitor,6:36:00,7:56:00,departure,19,
P1272,1272,2245,3074,KNR-rapid_bus-PNR,visitor,8:41:00,10:01:00,departure,19,
P1273,1273,2245,3074,KNR-rapid_bus-PNR,visitor,6:18:00,7:38:00,departure,19,
P1274,1274,2245,3074,KNR-rapid_bus-PNR,visitor,6:36:00,7:56:00,departure,19,
P1275,1275,2245,3074,KNR-rapid_bus-PNR,visitor,7:07:00,8:27:00,departure,19,
P1276,1276,2245,3074,KNR-rapid_bus-PNR,visitor,7:28:00,8:48:00,departure,19,
P1277,1277,2245,3074,KNR-rapid_bus-PNR,visitor,8:40:00,10:00:00,departure,19,
P1278,1278,2245,3074,KNR-rapid_bus-PNR,visitor,8:05:00,9:25:00,departure,19,
P1279,1279,2245,3074,KNR-rapid_bus-PNR,visitor,8:21:00,9:41:00,departure,19,
P1280,1280,2245,3074,KNR-rapid_bus-PNR,visitor,7:16:00,8:36:00,departure,19,
P1281,1281,2245,3074,KNR-rapid_bus-PNR,visitor,6:33:00,7:53:00,departure,19,
P1282,1282,2245,3074,KNR-rapid_bus-PNR,visitor,6:06:00,7:26:00,departure,19,
P1283,1283,2245,3074,KNR-rapid_bus-PNR,visitor,6:11:00,7:31:00,departure,19,
P1284,1284,2245,3074,KNR-rapid_bus-PNR,visitor,7:25:00,8:45:00,departure,19,
P1285,1285,2245,3074,KNR-rapid_bus-PNR,visitor,7:34:00,8:54:00,departure,19,
P1286,1286,2245,3007,PNR-rapid_bus-walk,work,8:14:00,9:34:00,departure,24.4,
P1287,1287,2245,3007,PNR-rapid_bus-walk,work,7:42:00,9:02:00,departure,24.4,
P1288,1288,2245,3007,PNR-rapid_bus-walk,work,7:35:00,8:55:00,departure,24.4,
P1289,1289,2245,3007,PNR-rapid_bus-walk,work,7:42:00,9:02:00,departure,24.4,
P1290,1290,2245,3007,PNR-rapid_bus-walk,work,6:59:00,8:19:00,departure,24.4,
P1291,1291,2245,3007,PNR-rapid_bus-walk,work,8:34:00,9:54:00,departure,24.4,
P1292,1292,2245,3007,PNR-rapid_bus-walk,work,8:44:00,10:04:00,departure,24.4,
P1293,1293,2245,3007,PNR-rapid_bus-walk,work,7:02:00,8:22:00,departure,24.4,
P1294,1294,2245,3007,PNR-rapid_bus-walk,work,7:23:00,8:43:00,departure,24.4,
P1295,1295,2245,3007,PNR-rapid_bus-KNR,work,7:17:00,8:37:00,departure,24.4,
P1296,1296,2245,3007,PNR-rapid_bus-KNR,work,6:19:00,7:39:00,departure,24.4,
P1297,1297,2245,3007,PNR-rapid_bus-KNR,work,8:22:00,9:42:00,departure,24.4,
P1298,1298,2245,3007,walk-rapid_bus-KNR,work,8:14:00,9:34:00,departure,24.4,
P1299,1299,2245,3007,walk-rapid_bus-KNR,work,7:41:00,9:01:00,departure,24.4,
